image_path,label,week
Research Data Set each week\Week 4\Wheats\IMG_20241123_094517.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094520.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094526.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094529.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094548_157.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094633_543.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094651.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094653.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094657.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094745_016.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094750.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094800.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094805.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094807.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094809.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094811.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094814.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094817.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094818.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094820.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094823.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094826.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094827.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094830.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094907.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094909.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094911.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094913.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094915.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094927.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_094958.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095014.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095019.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095022.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095023.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095032.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095036.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095038.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095040.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095042.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095340.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095721_099.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095724.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095801_613.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095812_478.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095820_434.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095837_288.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095838_162.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_095840_515.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100023_560.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100025_381.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100052_683.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100139_232.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100140_530.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100213_986.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100236.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100300_853.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100305.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100315.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100318_519.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100319_546.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100320_232.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100343.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100343_171.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100344_231.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100353.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100355.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100409_274.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100426.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100429.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100444.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100447.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100449.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100456.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100539.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100547.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100551.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100622.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100638.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100641.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100642.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100646.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100659.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100712.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100718.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100727.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100735.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100741.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100756_504.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100806_309.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100818.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100822.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100822_985.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100823_792.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100824.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100828.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100957.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100958.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_100959.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101000.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101002.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101012.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101018.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101018_073.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101018_855.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101037.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101213.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101215.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101217.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101217_1.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101218.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101244.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101246.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101247.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101248_008.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101248_984.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101249.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101250.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101251.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101253.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101300.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101303.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101305.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101306.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101310.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101312.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101314.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101343.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101345.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101347.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101349.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101353.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101355.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101356.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101359.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101526.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101553.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101554_670.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101555_632.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101556.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101557_745.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101558.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101613.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101703.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101704.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101706.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101709.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101711.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101712.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101714.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101736.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101736_139.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101739.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101739_113.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101740.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101743.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101746.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101758.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101801.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101804.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101807.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101809.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101816.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101819.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101824.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101832.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101832_467.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101833_593.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101834.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101834_621.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101836.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101857.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101900.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101904.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101907.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101912.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101926.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101933_473.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101948_568.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101949_075.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101950_774.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_101955_147.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102000.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102009.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102017.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102125.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102145_919.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102146_969.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102148_231.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102157.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102229.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102231_077.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102236.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102237.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102239.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102309.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102311.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102315.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102318.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102320.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102325.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102325_481.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102327_149.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102328.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102328_988.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102330.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102332.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102334.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102344_731.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102408.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102409.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102410.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102436_133.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102438_150.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102505.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102508.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102545.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102548.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102552.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102601.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102603.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102606_615.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102609_181.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102610.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102622.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102625.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102630.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102633.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102634.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102636.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102637.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102642.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102642_955.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102644.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102649.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102655.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102657.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102659_747.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102700_296.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102701_165.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102701_849.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102705.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102708.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102710.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102713.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102719.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102721.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102725.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102727.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102733_547.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102736.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102746_812.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_102913.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103015.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103017.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103017_794.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103018.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103019_370.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103020.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103020_624.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103021.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103022.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103023.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103026.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103027.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103028.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103030.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103031.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103033.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103036.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103040.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103054.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103056.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103056_507.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103058.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103059.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103100.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103113.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103114.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103116.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103125.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103141_270.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103144.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103148.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103151.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103152_057.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103154.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103156.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103158.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103159.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103204_609.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103232_659.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103234_066.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103235.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103235_191.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103237.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103247.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103249.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103252.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103254.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103256.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103259.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103301.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_103303.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_104251.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_104255.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_104257.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_104259.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_104301.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_104303.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_104305.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_104309.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_104311.jpg,Wheats,Week 4
Research Data Set each week\Week 4\Wheats\IMG_20241123_104313.jpg,Wheats,Week 4
